the	/ðə/
researcher	/rɪˈsɜrtʃər/
press	/prɛs/
conflict	/ˈkɑnflɪkt/
spirit	/ˈspɪrɪt/
replace	/rɪˈpleɪs/
british	/ˈbrɪtɪʃ/
encourage	/ɪnˈkɜrɪdʒ/
argument	/ˈɑrɡjumənt/
camp	/kæmp/
brain	/breɪn/
feature	/ˈfitʃər/
afternoon	/ˌæftərˈnun/
am	/æm/
weekend	/ˈwikˌɛnd/
dozen	/ˈdʌzən/
possibility	/ˌpɑsəˈbɪləti/
insurance	/ɪnˈʃʊrəns/
department	/dɪˈpɑrtmənt/
battle	/ˈbætəl/
beginning	/bɪˈɡɪnɪŋ/
date	/deɪt/
generally	/ˈdʒɛnərəli/
african	/ˈæfrɪkən/
sorry	/ˈsɑri/
crisis	/ˈkraɪsɪs/
complete	/kəmˈplit/
fan	/fæn/
stick	/stɪk/
define	/dɪˈfaɪn/
easily	/ˈizəli/
hole	/hoʊl/
element	/ˈɛləmənt/
status	/ˈsteɪtəs/
vision	/ˈvɪʒən/
normal	/ˈnɔrməl/
chinese	/ˌtʃaɪˈniz/
ship	/ʃɪp/
stone	/stoʊn/
solution	/səˈluʃən/
slowly	/ˈsloʊli/
scale	/skeɪl/
university	/ˌjunəˈvɜrsəti/
introduce	/ˌɪntrəˈdus/
driver	/ˈdraɪvər/
attempt	/əˈtɛmpt/
park	/pɑrk/
spot	/spɑt/
lack	/læk/
ice	/aɪs/
boat	/boʊt/
drink	/drɪŋk/
sun	/sʌn/
distance	/ˈdɪstəns/
wood	/wʊd/
truck	/trʌk/
handle	/ˈhændəl/
mountain	/ˈmaʊntən/
survey	/ˈsɜrˌveɪ/
supposed	/səˈpoʊzd/
tradition	/trəˈdɪʃən/
winter	/ˈwɪntər/
village	/ˈvɪlɪdʒ/
soviet	/ˈsoʊviˌɛt/
refuse	/rɪˈfjuz/
sales	/seɪlz/
roll	/roʊl/
communication	/kəˌmjunɪˈkeɪʃən/
screen	/skrin/
gain	/ɡeɪn/
resident	/ˈrɛzɪdənt/
hide	/haɪd/
gold	/ɡoʊld/
club	/klʌb/
farm	/fɑrm/
potential	/pəˈtɛnʃəl/
european	/ˌjʊrəˈpiən/
presence	/ˈprɛzəns/
independent	/ˌɪndɪˈpɛndənt/
district	/ˈdɪstrɪkt/
shape	/ʃeɪp/
reader	/ˈridər/
contract	/ˈkɑntrækt/
crowd	/kraʊd/
christian	/ˈkrɪstʃən/
express	/ɪkˈsprɛs/
apartment	/əˈpɑrtmənt/
willing	/ˈwɪlɪŋ/
strength	/strɛŋθ/
previous	/ˈpriviəs/
band	/bænd/
obviously	/ˈɑbviəsli/
horse	/hɔrs/
interested	/ˈɪntrəstɪd/
target	/ˈtɑrɡɪt/
prison	/ˈprɪzən/
ride	/raɪd/
guard	/ɡɑrd/
terms	/tɜrmz/
reporter	/rɪˈpɔrtər/
demand	/dɪˈmænd/
deliver	/dɪˈlɪvər/
text	/tɛkst/
tool	/tul/
wild	/waɪld/
vehicle	/ˈviɪkəl/
observe	/əbˈzɜrv/
flight	/flaɪt/
facility	/fəˈsɪləti/
understanding	/ˌʌndərˈstændɪŋ/
average	/ˈævərɪdʒ/
emerge	/ɪˈmɜrdʒ/
advantage	/ədˈvæntɪdʒ/
quick	/kwɪk/
leadership	/ˈlidərˌʃɪp/
earn	/ɜrn/
pound	/paʊnd/
basis	/ˈbeɪsɪs/
bright	/braɪt/
operate	/ˈɑpəˌreɪt/
guest	/ɡɛst/
sample	/ˈsæmpəl/
contribute	/kənˈtrɪbjut/
tiny	/ˈtaɪni/
block	/blɑk/
protection	/prəˈtɛkʃən/
settle	/ˈsɛtəl/
feed	/fid/
collect	/kəˈlɛkt/
additional	/əˈdɪʃənəl/
highly	/ˈhaɪli/
identity	/aɪˈdɛntɪti/
title	/ˈtaɪtəl/
mostly	/ˈmoʊstli/
lesson	/ˈlɛsən/
faith	/feɪθ/
river	/ˈrɪvər/
promote	/prəˈmoʊt/
living	/ˈlɪvɪŋ/
count	/kaʊnt/
unless	/ənˈlɛs/
marry	/ˈmæri/
tomorrow	/təˈmɑroʊ/
technique	/tɛkˈnik/
path	/pæθ/
ear	/ɪr/
shop	/ʃɑp/
folk	/foʊk/
principle	/ˈprɪnsəpəl/
survive	/sərˈvaɪv/
lift	/lɪft/
border	/ˈbɔrdər/
competition	/ˌkɑmpəˈtɪʃən/
jump	/dʒʌmp/
gather	/ˈɡæðər/
limit	/ˈlɪmɪt/
fit	/fɪt/
cry	/kraɪ/
equipment	/ɪˈkwɪpmənt/
worth	/wɜrθ/
associate	/əˈsoʊʃiˌeɪt/
critic	/ˈkrɪtɪk/
warm	/wɔrm/
aspect	/ˈæspɛkt/
insist	/ɪnˈsɪst/
failure	/ˈfeɪljər/
annual	/ˈænjuəl/
french	/frɛntʃ/
comment	/ˈkɑmɛnt/
affair	/əˈfɛr/
responsible	/rɪˈspɑnsəbəl/
procedure	/prəˈsidʒər/
regular	/ˈrɛɡjələr/
spread	/sprɛd/
chairman	/ˈtʃɛrmən/
baseball	/ˈbeɪsˌbɔl/
soft	/sɔft/
ignore	/ɪɡˈnɔr/
egg	/ɛɡ/
belief	/bɪˈlif/
demonstrate	/ˈdɛmənˌstreɪt/
anybody	/ˈɛniˌbɑdi/
murder	/ˈmɜrdər/
gift	/ɡɪft/
religion	/rɪˈlɪdʒən/
review	/rɪˈvju/
editor	/ˈɛdɪtər/
engage	/ɪnˈɡeɪdʒ/
coffee	/ˈkɔfi/
document	/ˈdɑkjumənt/
speed	/spid/
cross	/krɔs/
influence	/ˈɪnfluəns/
anyway	/ˈɛniˌweɪ/
commit	/kəˈmɪt/
threaten	/ˈθrɛtən/
female	/ˈfiˌmeɪl/
youth	/juθ/
wave	/weɪv/
afraid	/əˈfreɪd/
quarter	/ˈkwɔrtər/
background	/ˈbækˌɡraʊnd/
native	/ˈneɪtɪv/
broad	/brɔd/
wonderful	/ˈwʌndərfl/
deny	/dɪˈnaɪ/
apparently	/əˈpɛrəntli/
slightly	/ˈslaɪtli/
reaction	/riˈækʃən/
twice	/twaɪs/
suit	/sut/
perspective	/pərˈspɛktɪv/
growing	/ˈɡroʊɪŋ/
blow	/bloʊ/
construction	/kənˈstrʌkʃən/
intelligence	/ɪnˈtɛlədʒəns/
destroy	/dɪˈstrɔɪ/
cook	/kʊk/
connection	/kəˈnɛkʃən/
burn	/bɜrn/
shoe	/ʃu/
neighbor	/ˈneɪbər/
grade	/ɡreɪd/
context	/ˈkɑntɛkst/
committee	/kəˈmɪti/
hey	/heɪ/
mistake	/mɪˈsteɪk/
location	/loʊˈkeɪʃən/
clothes	/kloʊz/
quiet	/ˈkwaɪət/
indian	/ˈɪndiən/
dress	/drɛs/
promise	/ˈprɑmɪs/
aware	/əˈwɛr/
function	/ˈfʌŋkʃən/
bone	/boʊn/
active	/ˈæktɪv/
extend	/ɪkˈstɛnd/
chief	/tʃif/
combine	/kəmˈbaɪn/
wine	/waɪn/
below	/bɪˈloʊ/
cool	/kul/
voter	/ˈvoʊtər/
bus	/bʌs/
learning	/ˈlɜrnɪŋ/
hell	/hɛl/
dangerous	/ˈdeɪndʒərəs/
remind	/rɪˈmaɪnd/
moral	/ˈmɔrəl/
united	/juˈnaɪtɪd/
category	/ˈkætəˌɡɔri/
relatively	/ˈrɛlətɪvli/
victory	/ˈvɪktəri/
academic	/ˌækəˈdɛmɪk/
internet	/ˈɪntərˌnɛt/
healthy	/ˈhɛlθi/
negative	/ˈnɛɡətɪv/
following	/ˈfɑloʊɪŋ/
historical	/hɪˈstɔrɪkəl/
medicine	/ˈmɛdəsən/
tour	/tʊr/
depend	/dɪˈpɛnd/
photo	/ˈfoʊtoʊ/
finding	/ˈfaɪndɪŋ/
grab	/ɡræb/
direct	/dəˈrɛkt/
classroom	/ˈklæsˌrum/
contact	/ˈkɑntækt/
justice	/ˈdʒʌstɪs/
participate	/pɑrˈtɪsəˌpeɪt/
daily	/ˈdeɪli/
fair	/fɛr/
pair	/pɛr/
famous	/ˈfeɪməs/
exercise	/ˈɛksərˌsaɪz/
knee	/ni/
flower	/ˈflaʊər/
tape	/teɪp/
hire	/ˈhaɪər/
familiar	/fəˈmɪljər/
appropriate	/əˈproʊpriˌeɪt/
supply	/səˈplaɪ/
fully	/ˈfʊli/
actor	/ˈæktər/
birth	/bɜrθ/
search	/sɜrtʃ/
tie	/taɪ/
democracy	/dɪˈmɑkrəsi/
eastern	/ˈistərn/
primary	/ˈpraɪˌmɛri/
yesterday	/ˈjɛstərˌdeɪ/
circle	/ˈsɜrkəl/
device	/dɪˈvaɪs/
progress	/ˈprɑɡrɛs/
bottom	/ˈbɑtəm/
island	/ˈaɪlənd/
exchange	/ɪksˈtʃeɪndʒ/
clean	/klin/
studio	/ˈstudiˌoʊ/
train	/treɪn/
lady	/ˈleɪdi/
colleague	/ˈkɑliɡ/
application	/ˌæplɪˈkeɪʃən/
lean	/lin/
neck	/nɛk/
damage	/ˈdæmɪdʒ/
plastic	/ˈplæstɪk/
tall	/tɔl/
plate	/pleɪt/
hate	/heɪt/
otherwise	/ˈʌðərˌwaɪz/
writing	/ˈraɪtɪŋ/
male	/meɪl/
alive	/əˈlaɪv/
expression	/ɪkˈsprɛʃən/
football	/ˈfʊtˌbɔl/
theater	/ˈθiətər/
intend	/ɪnˈtɛnd/
chicken	/ˈtʃɪkən/
army	/ˈɑrmi/
abuse	/əˈbjus/
shut	/ʃʌt/
map	/mæp/
extra	/ˈɛkstrə/
session	/ˈsɛʃən/
welcome	/ˈwɛlkəm/
danger	/ˈdeɪndʒər/
domestic	/dəˈmɛstɪk/
lots	/lɑts/
literature	/ˈlɪtərəˌtʃʊr/
rain	/reɪn/
desire	/dɪˈzaɪr/
assessment	/əˈsɛsmənt/
injury	/ˈɪndʒəri/
respect	/rɪˈspɛkt/
paint	/peɪnt/
northern	/ˈnɔrðərn/
nod	/nɑd/
fuel	/ˈfjuəl/
leaf	/lif/
dry	/draɪ/
russian	/ˈrʌʃən/
instruction	/ɪnˈstrʌkʃən/
pool	/pul/
climb	/klaɪm/
sweet	/swit/
engine	/ˈɛndʒɪn/
fourth	/fɔrθ/
salt	/sɔlt/
expand	/ɪkˈspænd/
importance	/ɪmˈpɔrtəns/
metal	/ˈmɛtəl/
fat	/fæt/
ticket	/ˈtɪkɪt/
software	/ˈsɔftˌwɛr/
disappear	/ˌdɪsəˈpɪr/
corporate	/ˈkɔrpərət/
strange	/streɪndʒ/
reading	/ˈridɪŋ/
lip	/lɪp/
urban	/ˈɜrbən/
mental	/ˈmɛntəl/
increasingly	/ɪnˈkrisɪŋli/
lunch	/lʌntʃ/
educational	/ˌɛdʒəˈkeɪʃənəl/
somewhere	/ˈsʌmˌwɛr/
farmer	/ˈfɑrmər/
sugar	/ˈʃʊɡər/
planet	/ˈplænɪt/
favorite	/ˈfeɪvərɪt/
explore	/ɪkˈsplɔr/
obtain	/əbˈteɪn/
enemy	/ˈɛnəmi/
greatest	/ˈɡreɪtɪst/
complex	/ˈkɑmplɛks/
surround	/səˈraʊnd/
athlete	/ˈæθˌlit/
invite	/ɪnˈvaɪt/
repeat	/rɪˈpit/
carefully	/ˈkɛrfəli/
soul	/soʊl/
scientific	/ˌsaɪənˈtɪfɪk/
impossible	/ɪmˈpɑsəbəl/
panel	/ˈpænəl/
meaning	/ˈminɪŋ/
mom	/mɑm/
married	/ˈmɛrid/
instrument	/ˈɪnstrəmənt/
predict	/prɪˈdɪkt/
weather	/ˈwɛðər/
presidential	/ˌprɛzɪˈdɛnʃəl/
commitment	/kəˈmɪtmənt/
emotional	/ɪˈmoʊʃənəl/
supreme	/səˈprim/
bear	/bɛr/
pocket	/ˈpɑkɪt/
thin	/θɪn/
temperature	/ˈtɛmpərətʃər/
poll	/poʊl/
surprise	/sərˈpraɪz/
proposal	/prəˈpoʊzəl/
consequence	/ˈkɑnsəˌkwɛns/
breath	/brɛθ/
sight	/saɪt/
balance	/ˈbælən(t)s/
adopt	/əˈdɑpt/
minority	/maɪˈnɔrəti/
straight	/streɪt/
connect	/kəˈnɛkt/
works	/wɜrks/
teaching	/ˈtitʃɪŋ/
belong	/bɪˈlɔŋ/
aid	/eɪd/
advice	/ədˈvaɪs/
okay	/ˌoʊˈkeɪ/
organize	/ˈɔrɡəˌnaɪz/
photograph	/ˈfoʊtəˌɡræf/
empty	/ˈɛmpti/
regional	/ˈridʒənəl/
trail	/treɪl/
novel	/ˈnɑvəl/
code	/koʊd/
somehow	/ˈsʌmˌhaʊ/
jury	/ˈdʒʊri/
iraqi	/ɪˈrɑki/
breast	/brɛst/
acknowledge	/əkˈnɑlɪdʒ/
theme	/θim/
storm	/stɔrm/
union	/ˈjunjən/
desk	/dɛsk/
thanks	/θæŋks/
fruit	/frut/
expensive	/ɪkˈspɛnsɪv/
yellow	/ˈjɛloʊ/
conclusion	/kənˈkluʒən/
prime	/praɪm/
shadow	/ˈʃædoʊ/
struggle	/ˈstrʌɡəl/
conclude	/kənˈklud/
dance	/dæns/
analyst	/ˈænəlɪst/
regulation	/ˌrɛɡjəˈleɪʃən/
being	/ˈbiːɪŋ/
ring	/rɪŋ/
largely	/ˈlɑːrdʒli/
shift	/ʃɪft/
revenue	/ˈrɛvəˌnuː/
locate	/ˈloʊkeɪt/
mark	/mɑːrk/
county	/ˈkaʊnti/
appearance	/əˈpɪrəns/
package	/ˈpækɪdʒ/
difficulty	/ˈdɪfɪˌkʌlti/
bridge	/brɪdʒ/
recommend	/ˌrɛkəˈmɛnd/
obvious	/ˈɑːbviəs/
basically	/ˈbeɪsɪkli/
e-mail	/ˈiːmeɪl/
generate	/ˈdʒɛnəˌreɪt/
anymore	/ˌɛniˈmɔːr/
propose	/prəˈpoʊz/
thinking	/ˈθɪŋkɪŋ/
possibly	/ˈpɑːsəbli/
trend	/trɛnd/
visitor	/ˈvɪzɪtər/
loan	/loʊn/
currently	/ˈkɜːrəntli/
comfortable	/ˈkʌmfərtəbəl/
investor	/ɪnˈvɛstər/
profit	/ˈprɑːfɪt/
angry	/ˈæŋɡri/
crew	/kruː/
accident	/ˈæksɪdənt/
meal	/miːl/
hearing	/ˈhɪrɪŋ/
traffic	/ˈtræfɪk/
muscle	/ˈmʌsəl/
notion	/ˈnoʊʃən/
capture	/ˈkæptʃər/
prefer	/prɪˈfɜːr/
chest	/tʃɛst/
japanese	/ˌdʒæpəˈniːz/
truly	/ˈtruːli/
earth	/ɜːrθ/
thick	/θɪk/
cash	/kæʃ/
museum	/mjuˈziːəm/
beauty	/ˈbjuːti/
emergency	/ɪˈmɜːrdʒənsi/
unique	/juˈniːk/
internal	/ɪnˈtɜːrnəl/
ethnic	/ˈɛθnɪk/
link	/lɪŋk/
stress	/strɛs/
content	/ˈkɑːntɛnt/
select	/sɪˈlɛkt/
root	/ruːt/
nose	/noʊz/
declare	/dɪˈklɛr/
appreciate	/əˈpriːʃieɪt/
actual	/ˈæktʃuəl/
bottle	/ˈbɑːtəl/
hardly	/ˈhɑːrdli/
setting	/ˈsɛtɪŋ/
launch	/lɔːntʃ/
file	/faɪl/
sick	/sɪk/
outcome	/ˈaʊtkʌm/
ad	/æd/
defend	/dɪˈfɛnd/
duty	/ˈduːti/
sheet	/ʃiːt/
ensure	/ɪnˈʃʊr/
ought	/ɔːt/
long-term	/ˌlɔːŋˈtɜːrm/
extremely	/ɪkˈstriːmli/
catholic	/ˈkæθəlɪk/
extent	/ɪkˈstɛnt/
mix	/mɪks/
component	/kəmˈpoʊnənt/
slow	/sloʊ/
contrast	/ˈkɑːntræst/
zone	/zoʊn/
wake	/weɪk/
airport	/ˈɛrˌpɔːrt/
ourselves	/ˌaʊərˈsɛlvz/
brown	/braʊn/
shirt	/ʃɜːrt/
pilot	/ˈpaɪlət/
warn	/wɔːrn/
ultimately	/ˈʌltəmətli/
cat	/kæt/
contribution	/ˌkɑːntrɪˈbjuːʃən/
capacity	/kəˈpæsəti/
estate	/ɪˈsteɪt/
guide	/ɡaɪd/
circumstance	/ˈsɜːrkəmstæns/
snow	/snoʊ/
english	/ˈɪŋɡlɪʃ/
politician	/ˌpɑːləˈtɪʃən/
steal	/stiːl/
pursue	/pərˈsuː/
slip	/slɪp/
percentage	/pərˈsɛntɪdʒ/
meat	/miːt/
funny	/ˈfʌni/
neither	/ˈniːðər/
soil	/sɔɪl/
surgery	/ˈsɜːrdʒəri/
correct	/kəˈrɛkt/
jewish	/ˈdʒuːɪʃ/
due	/duː/
blame	/bleɪm/
estimate	/ˈɛstɪmeɪt/
basketball	/ˈbæskɪtbɔːl/
golf	/ɡɑːlf/
investigate	/ɪnˈvɛstɪˌɡeɪt/
crazy	/ˈkreɪzi/
significantly	/sɪɡˈnɪfɪkəntli/
chain	/tʃeɪn/
branch	/bræntʃ/
combination	/ˌkɑːmbɪˈneɪʃən/
frequently	/ˈfriːkwəntli/
governor	/ˈɡʌvərnər/
relief	/rɪˈliːf/
user	/ˈjuːzər/
dad	/dæd/
kick	/kɪk/
ancient	/ˈeɪnʃənt/
manner	/ˈmænər/
rating	/ˈreɪtɪŋ/
silence	/ˈsaɪləns/
golden	/ˈɡoʊldən/
motion	/ˈmoʊʃən/
german	/ˈdʒɜːrmən/
gender	/ˈdʒɛndər/
solve	/sɑːlv/
fee	/fiː/
landscape	/ˈlændˌskeɪp/
used	/juːzd/
bowl	/boʊl/
equal	/ˈiːkwəl/
frame	/freɪm/
forth	/fɔːrθ/
typical	/ˈtɪpɪkəl/
except	/ɪkˈsɛpt/
conservative	/kənˈsɜːrvətɪv/
eliminate	/ɪˈlɪməˌneɪt/
hall	/hɔːl/
host	/hoʊst/
trust	/trʌst/
ocean	/ˈoʊʃən/
row	/roʊ/
producer	/prəˈduːsər/
afford	/əˈfɔːrd/
meanwhile	/ˈmiːnˌwaɪl/
regime	/reɪˈʒiːm/
division	/dɪˈvɪʒən/
fix	/fɪks/
confirm	/kənˈfɜːrm/
appeal	/əˈpiːl/
mirror	/ˈmɪrər/
tooth	/tuːθ/
length	/lɛŋθ/
smart	/smɑːrt/
rely	/rɪˈlaɪ/
entirely	/ɪnˈtaɪərli/
complain	/kəmˈpleɪn/
topic	/ˈtɑːpɪk/
variable	/ˈvɛriəbəl/
telephone	/ˈtɛləˌfoʊn/
perception	/pərˈsɛpʃən/
attract	/əˈtrækt/
secret	/ˈsiːkrɪt/
bedroom	/ˈbɛdˌruːm/
confidence	/ˈkɑːnfɪdəns/
debt	/dɛt/
rare	/rɛr/
tank	/tæŋk/
nurse	/nɜːrs/
opposition	/ˌɑːpəˈzɪʃən/
coverage	/ˈkʌvərɪdʒ/
aside	/əˈsaɪd/
anywhere	/ˈɛniˌwɛr/
bond	/bɑːnd/
pleasure	/ˈplɛʒər/
master	/ˈmæstər/
era	/ˈɪrə/
requirement	/rɪˈkwaɪərmənt/
fun	/fʌn/
wing	/wɪŋ/
expectation	/ˌɛkspɛkˈteɪʃən/
separate	/ˈsɛpəˌreɪt/
somewhat	/ˈsʌmˌwʌt/
pour	/pɔːr/
stir	/stɜːr/
judgment	/ˈdʒʌdʒmənt/
beer	/bɪr/
reference	/ˈrɛfərəns/
tear	/tɛr/
doubt	/daʊt/
grant	/ɡrænt/
seriously	/ˈsɪriəsli/
minister	/ˈmɪnɪstər/
totally	/ˈtoʊtəli/
hero	/ˈhɪroʊ/
industrial	/ɪnˈdʌstriəl/
cloud	/klaʊd/
stretch	/strɛtʃ/
winner	/ˈwɪnər/
volume	/ˈvɑːljuːm/
seed	/siːd/
surprised	/sərˈpraɪzd/
fashion	/ˈfæʃən/
pepper	/ˈpɛpər/
busy	/ˈbɪzi/
intervention	/ˌɪntərˈvɛnʃən/
copy	/ˈkɑːpi/
tip	/tɪp/
cheap	/tʃiːp/
aim	/eɪm/
cite	/saɪt/
welfare	/ˈwɛlˌfɛr/
vegetable	/ˈvɛdʒtəbəl/
dish	/dɪʃ/
improvement	/ɪmˈpruːvmənt/
beach	/biːtʃ/
everywhere	/ˈɛvriˌwɛr/
gray	/ɡreɪ/
opening	/ˈoʊpnɪŋ/
overall	/ˌoʊvərˈɔːl/
divide	/dɪˈvaɪd/
initial	/ɪˈnɪʃəl/
terrible	/ˈtɛrəbəl/
oppose	/əˈpoʊz/
route	/ruːt/
contemporary	/kənˈtɛmpəˌrɛri/
multiple	/ˈmʌltəpəl/
essential	/ɪˈsɛnʃəl/
league	/liːɡ/
careful	/ˈkɛrfəl/
criminal	/ˈkrɪmənəl/
core	/kɔːr/
upper	/ˈʌpər/
rush	/rʌʃ/
necessarily	/ˌnɛsəˈsɛrəli/
specifically	/ˌspɛsɪˈfɪkəli/
tired	/ˈtaɪərd/
employ	/ɪmˈplɔɪ/
holiday	/ˈhɑːləˌdeɪ/
vast	/væst/
fewer	/ˈfjuːər/
household	/ˈhaʊsˌhoʊld/
resolution	/ˌrɛzəˈluːʃən/
abortion	/əˈbɔːrʃən/
witness	/ˈwɪtnəs/
apart	/əˈpɑːrt/
match	/mætʃ/
barely	/ˈbɛrli/
sector	/ˈsɛktər/
emphasize	/ˈɛmfəˌsaɪz/
representative	/ˌrɛprɪˈzɛntətɪv/
beneath	/bɪˈniːθ/
incident	/ˈɪnsɪdənt/
beside	/bɪˈsaɪd/
limited	/ˈlɪmɪtɪd/
proud	/praʊd/
flow	/floʊ/
faculty	/ˈfækəlti/
waste	/weɪst/
increased	/ɪnˈkriːst/
merely	/ˈmɪrli/
mass	/mæs/
experiment	/ɪkˈspɛrəmənt/
definitely	/ˈdɛfənətli/
bomb	/bɑːm/
liberal	/ˈlɪbərəl/
enormous	/ɪˈnɔːrməs/
tone	/toʊn/
massive	/ˈmæsɪv/
engineer	/ˌɛndʒɪˈnɪr/
wheel	/wiːl/
decline	/dɪˈklaɪn/
invest	/ɪnˈvɛst/
cable	/ˈkeɪbəl/
towards	/tɔːrdz/
expose	/ɪkˈspoʊz/
rural	/ˈrʊrəl/
narrow	/ˈnɛroʊ/
cream	/kriːm/
secretary	/ˈsɛkrəˌtɛri/
gate	/ɡeɪt/
solid	/ˈsɑːlɪd/
hill	/hɪl/
noise	/nɔɪz/
typically	/ˈtɪpɪkli/
grass	/ɡræs/
hat	/hæt/
unfortunately	/ʌnˈfɔːrtʃənətli/
legislation	/ˌlɛdʒɪsˈleɪʃən/
succeed	/səkˈsiːd/
celebrate	/ˈsɛləˌbreɪt/
achievement	/əˈtʃiːvmənt/
fishing	/ˈfɪʃɪŋ/
accuse	/əˈkjuːz/
useful	/ˈjuːsfəl/
reject	/rɪˈdʒɛkt/
talent	/ˈtælənt/
taste	/teɪst/
characteristic	/ˌkærɪktəˈrɪstɪk/
milk	/mɪlk/
escape	/ɪˈskeɪp/
cast	/kæst/
sentence	/ˈsɛntəns/
unusual	/ʌnˈjuːʒuəl/
closely	/ˈkloʊsli/
convince	/kənˈvɪns/
height	/haɪt/
physician	/fɪˈzɪʃən/
assess	/əˈsɛs/
plenty	/ˈplɛnti/
virtually	/ˈvɜːrtʃuəli/
addition	/əˈdɪʃən/
sharp	/ʃɑːrp/
creative	/kriˈeɪtɪv/
lower	/ˈloʊər/
approve	/əˈpruːv/
explanation	/ˌɛkspləˈneɪʃən/
gay	/ɡeɪ/
honor	/ˈɑːnər/
proper	/ˈprɑːpər/
campus	/ˈkæmpəs/
guilty	/ˈɡɪlti/
acquire	/əˈkwaɪər/
technical	/ˈtɛknɪkəl/
compete	/kəmˈpiːt/
plus	/plʌs/
immigrant	/ˈɪmɪɡrənt/
weak	/wiːk/
illegal	/ɪˈliːɡəl/
hi	/haɪ/
alternative	/ɔːlˈtɜːrnətɪv/
column	/ˈkɑːləm/
interaction	/ˌɪntərˈækʃən/
personality	/ˌpɜːrsəˈnælɪti/
curriculum	/kəˈrɪkjələm/
signal	/ˈsɪɡnəl/
passenger	/ˈpæsɪndʒər/
assistance	/əˈsɪstəns/
forever	/fərˈɛvər/
regard	/rɪˈɡɑːrd/
israeli	/ɪzˈreɪli/
association	/əˌsoʊsiˈeɪʃən/
twenty	/ˈtwɛnti/
knock	/nɑːk/
lab	/læb/
wrap	/ræp/
display	/dɪˈspleɪ/
criticism	/ˈkrɪtɪˌsɪzəm/
asset	/ˈæsɛt/
depression	/dɪˈprɛʃən/
spiritual	/ˈspɪrɪtʃuəl/
musical	/ˈmjuːzɪkəl/
prayer	/prɛr/
journalist	/ˈdʒɜːrnəlɪst/
suspect	/ˈsʌspɛkt/
scholar	/ˈskɑːlər/
warning	/ˈwɔːrnɪŋ/
climate	/ˈklaɪmət/
cheese	/tʃiːz/
observation	/ˌɑːbzərˈveɪʃən/
payment	/ˈpeɪmənt/
childhood	/ˈtʃaɪldhʊd/
sir	/sɜːr/
permit	/pərˈmɪt/
definition	/ˌdɛfəˈnɪʃən/
cigarette	/ˌsɪɡəˈrɛt/
priority	/praɪˈɔːrəti/
bread	/brɛd/
creation	/kriˈeɪʃən/
graduate	/ˈɡrædʒuət/
request	/rɪˈkwɛst/
emotion	/ɪˈmoʊʃən/
scream	/skriːm/
dramatic	/drəˈmætɪk/
universe	/ˈjuːnɪˌvɜːrs/
gap	/ɡæp/
deeply	/ˈdiːpli/
excellent	/ˈɛksələnt/
prosecutor	/ˈprɑːsɪˌkjuːtər/
lucky	/ˈlʌki/
drag	/dræɡ/
airline	/ˈɛrˌlaɪn/
library	/ˈlaɪˌbrɛri/
agenda	/əˈdʒɛndə/
recover	/rɪˈkʌvər/
factory	/ˈfæktəri/
selection	/sɪˈlɛkʃən/
primarily	/praɪˈmɛrəli/
roof	/ruːf/
unable	/ʌnˈeɪbəl/
expense	/ɪkˈspɛns/
initiative	/ɪˈnɪʃətɪv/
diet	/ˈdaɪət/
arrest	/əˈrɛst/
funding	/ˈfʌndɪŋ/
therapy	/ˈθɛrəpi/
wash	/wɑːʃ/
schedule	/ˈskɛdʒuːl/
sad	/sæd/
brief	/briːf/
housing	/ˈhaʊzɪŋ/
post	/poʊst/
purchase	/ˈpɜːrtʃəs/
existing	/ɪɡˈzɪstɪŋ/
steel	/stiːl/
regarding	/rɪˈɡɑːrdɪŋ/
shout	/ʃaʊt/
remaining	/rɪˈmeɪnɪŋ/
visual	/ˈvɪʒuəl/
fairly	/ˈfɛrli/
violent	/ˈvaɪələnt/
chip	/tʃɪp/
silent	/ˈsaɪlənt/
suppose	/səˈpoʊz/
self	/sɛlf/
bike	/baɪk/
tea	/tiː/
perceive	/pərˈsiːv/
comparison	/kəmˈpærɪsən/
settlement	/ˈsɛtlmənt/
layer	/ˈleɪər/
planning	/ˈplænɪŋ/
description	/dɪˈskrɪpʃən/
slide	/slaɪd/
widely	/ˈwaɪdli/
wedding	/ˈwɛdɪŋ/
inform	/ɪnˈfɔːrm/
portion	/ˈpɔːrʃən/
territory	/ˈtɛrɪˌtɔːri/
immediate	/ɪˈmiːdiət/
opponent	/əˈpoʊnənt/
abandon	/əˈbændən/
lake	/leɪk/
transform	/trænsˈfɔːrm/
tension	/ˈtɛnʃən/
leading	/ˈliːdɪŋ/
bother	/ˈbɑːðər/
consist	/kənˈsɪst/
alcohol	/ˈælkəˌhɔːl/
enable	/ɪˈneɪbəl/
saving	/ˈseɪvɪŋ/
bend	/bɛnd/
desert	/ˈdɛzərt/
shall	/ʃæl/
error	/ˈɛrər/
cop	/kɑːp/
arab	/ˈærəb/
double	/ˈdʌbəl/
spanish	/ˈspænɪʃ/
sand	/sænd/
print	/prɪnt/
preserve	/prɪˈzɜːrv/
passage	/ˈpæsɪdʒ/
formal	/ˈfɔːrməl/
transition	/trænˈzɪʃən/
existence	/ɪɡˈzɪstəns/
participation	/pɑːrˌtɪsɪˈpeɪʃən/
album	/ˈælbəm/
arrange	/əˈreɪndʒ/
atmosphere	/ˈætməsˌfɪr/
joint	/dʒɔɪnt/
